Start;Duration;Pitch;Velocity;Instrument
001.244;000.616;49;000.203;MIDI 01
001.229;000.891;77;000.359;MIDI 01
001.878;000.528;56;000.203;MIDI 01
002.108;000.304;73;000.367;MIDI 01
002.886;000.089;56;000.242;MIDI 01
003.330;000.078;56;000.211;MIDI 01
002.428;001.374;61;000.281;MIDI 01
002.489;001.333;65;000.109;MIDI 01
002.399;001.792;68;000.375;MIDI 01
003.732;000.478;56;000.266;MIDI 01
004.135;000.481;61;000.297;MIDI 01
004.133;000.495;65;000.227;MIDI 01
004.110;000.959;70;000.414;MIDI 01
004.549;000.731;56;000.242;MIDI 01
005.463;000.107;56;000.297;MIDI 01
005.836;000.071;56;000.141;MIDI 01
006.191;000.529;56;000.242;MIDI 01
006.572;000.502;58;000.312;MIDI 01
005.049;002.033;63;000.305;MIDI 01
005.061;002.024;66;000.211;MIDI 01
005.011;002.456;72;000.406;MIDI 01
006.938;000.582;56;000.109;MIDI 01
007.382;000.410;65;000.297;MIDI 01
007.391;000.492;61;000.273;MIDI 01
007.380;000.990;73;000.375;MIDI 01
007.806;000.653;56;000.188;MIDI 01
008.304;000.440;66;000.266;MIDI 01
008.270;000.653;75;000.438;MIDI 01
008.669;000.281;56;000.203;MIDI 01
008.302;000.843;60;000.273;MIDI 01
008.949;000.209;68;000.320;MIDI 01
008.897;000.394;77;000.461;MIDI 01
009.678;000.111;56;000.188;MIDI 01
010.068;000.124;56;000.227;MIDI 01
009.272;001.259;70;000.328;MIDI 01
009.240;001.731;78;000.477;MIDI 01
010.446;000.657;56;000.258;MIDI 01
010.927;000.430;68;000.250;MIDI 01
010.934;000.468;77;000.227;MIDI 01
010.955;000.488;61;000.234;MIDI 01
011.369;000.646;56;000.094;MIDI 01
011.854;000.380;68;000.242;MIDI 01
012.280;000.431;56;000.266;MIDI 01
011.868;001.249;60;000.219;MIDI 01
012.688;000.450;66;000.258;MIDI 01
011.846;001.338;77;000.414;MIDI 01
013.121;000.455;75;000.328;MIDI 01
013.113;000.485;56;000.242;MIDI 01
013.630;000.499;65;000.219;MIDI 01
013.628;000.503;61;000.195;MIDI 01
013.576;000.614;73;000.289;MIDI 01
014.250;000.043;75;000.312;MIDI 01
014.037;000.624;56;000.188;MIDI 01
014.594;000.081;75;000.398;MIDI 01
014.752;000.115;77;000.320;MIDI 01
014.898;000.082;75;000.328;MIDI 01
014.613;000.511;66;000.164;MIDI 01
015.028;000.134;74;000.398;MIDI 01
014.644;000.660;60;000.203;MIDI 01
015.214;000.107;75;000.375;MIDI 01
015.172;000.258;56;000.266;MIDI 01
015.390;000.231;77;000.359;MIDI 01
015.665;000.355;78;000.375;MIDI 01
016.092;000.510;49;000.195;MIDI 01
016.056;000.871;77;000.422;MIDI 01
016.823;000.354;73;000.367;MIDI 01
016.602;000.621;56;000.211;MIDI 01
017.625;000.078;56;000.211;MIDI 01
018.030;000.089;56;000.156;MIDI 01
018.377;000.101;56;000.180;MIDI 01
017.163;001.736;68;000.344;MIDI 01
018.781;000.141;56;000.133;MIDI 01
017.209;002.048;65;000.172;MIDI 01
017.200;002.070;61;000.219;MIDI 01
018.783;001.031;70;000.320;MIDI 01
019.238;000.836;56;000.234;MIDI 01
020.279;000.156;56;000.148;MIDI 01
020.645;000.089;56;000.242;MIDI 01
020.999;000.564;56;000.180;MIDI 01
019.815;002.125;63;000.164;MIDI 01
021.432;000.544;58;000.266;MIDI 01
019.786;002.574;72;000.336;MIDI 01
022.299;000.421;65;000.289;MIDI 01
022.286;000.505;61;000.273;MIDI 01
022.276;001.032;73;000.367;MIDI 01
022.723;000.658;56;000.242;MIDI 01
023.229;000.456;66;000.211;MIDI 01
023.204;000.681;75;000.422;MIDI 01
023.641;000.318;56;000.195;MIDI 01
023.908;000.222;68;000.328;MIDI 01
023.878;000.389;77;000.453;MIDI 01
023.248;001.052;60;000.219;MIDI 01
024.740;000.144;56;000.188;MIDI 01
025.126;000.113;56;000.266;MIDI 01
024.304;001.300;70;000.258;MIDI 01
024.264;001.872;78;000.438;MIDI 01
025.529;000.660;56;000.258;MIDI 01
025.975;000.450;77;000.438;MIDI 01
026.034;000.415;68;000.219;MIDI 01
026.028;000.447;61;000.289;MIDI 01
026.407;000.708;56;000.172;MIDI 01
026.885;000.415;68;000.258;MIDI 01
027.308;000.555;56;000.211;MIDI 01
026.893;001.292;60;000.266;MIDI 01
026.858;001.357;77;000.438;MIDI 01
027.714;000.641;66;000.234;MIDI 01
028.143;000.578;75;000.352;MIDI 01
028.127;000.615;56;000.164;MIDI 01
028.653;000.447;65;000.250;MIDI 01
028.651;000.480;61;000.195;MIDI 01
028.626;000.519;73;000.336;MIDI 01
029.091;000.531;56;000.195;MIDI 01
029.570;000.386;65;000.234;MIDI 01
029.587;000.485;61;000.188;MIDI 01
029.557;000.522;72;000.328;MIDI 01
030.005;000.164;56;000.164;MIDI 01
029.979;000.635;73;000.320;MIDI 01
030.598;000.239;44;000.148;MIDI 01
030.578;000.467;75;000.305;MIDI 01
031.170;000.425;56;000.047;MIDI 01
031.540;000.372;63;000.273;MIDI 01
031.584;000.363;60;000.219;MIDI 01
031.928;000.317;56;000.312;MIDI 01
032.267;000.224;63;000.281;MIDI 01
032.303;000.331;59;000.289;MIDI 01
032.634;000.279;56;000.320;MIDI 01
031.526;001.530;75;000.352;MIDI 01
033.022;000.214;49;000.305;MIDI 01
033.054;000.332;65;000.234;MIDI 01
033.040;000.449;59;000.258;MIDI 01
033.005;000.967;77;000.469;MIDI 01
033.459;000.581;61;000.336;MIDI 01
033.966;000.500;58;000.195;MIDI 01
033.913;000.571;78;000.453;MIDI 01
034.402;000.314;61;000.258;MIDI 01
034.331;000.446;77;000.406;MIDI 01
034.715;000.312;66;000.242;MIDI 01
034.672;000.379;75;000.461;MIDI 01
034.736;000.390;58;000.242;MIDI 01
035.024;000.110;61;000.344;MIDI 01
033.972;001.213;54;000.219;MIDI 01
035.001;000.505;73;000.477;MIDI 01
035.457;000.393;49;000.328;MIDI 01
035.848;000.278;56;000.281;MIDI 01
036.191;000.225;65;000.305;MIDI 01
036.145;000.385;61;000.359;MIDI 01
036.561;000.448;56;000.320;MIDI 01
035.449;001.636;77;000.438;MIDI 01
037.009;000.363;75;000.328;MIDI 01
037.396;000.285;56;000.305;MIDI 01
037.417;000.322;71;000.336;MIDI 01
037.004;000.888;51;000.297;MIDI 01
037.731;000.247;63;000.266;MIDI 01
037.717;000.370;59;000.297;MIDI 01
037.735;000.361;70;000.445;MIDI 01
038.046;000.419;56;000.359;MIDI 01
038.048;000.484;68;000.469;MIDI 01
038.485;000.384;70;000.359;MIDI 01
038.454;000.428;51;000.273;MIDI 01
039.022;000.071;71;000.242;MIDI 01
039.121;000.059;70;000.359;MIDI 01
038.889;000.365;55;000.234;MIDI 01
039.246;000.049;68;000.297;MIDI 01
039.344;000.257;63;000.297;MIDI 01
039.317;000.480;61;000.305;MIDI 01
039.812;000.072;55;000.242;MIDI 01
039.318;000.669;70;000.430;MIDI 01
040.053;000.320;71;000.312;MIDI 01
040.379;000.186;44;000.242;MIDI 01
040.373;000.387;68;000.352;MIDI 01
040.870;000.386;56;000.242;MIDI 01
041.281;000.323;63;000.234;MIDI 01
041.294;000.393;59;000.227;MIDI 01
041.646;000.432;56;000.266;MIDI 01
041.261;000.847;75;000.336;MIDI 01
042.016;000.359;58;000.320;MIDI 01
042.018;000.391;61;000.289;MIDI 01
042.356;000.427;56;000.328;MIDI 01
041.994;000.804;73;000.453;MIDI 01
042.772;000.241;64;000.273;MIDI 01
042.736;000.379;61;000.328;MIDI 01
043.123;000.065;56;000.344;MIDI 01
042.722;000.873;76;000.516;MIDI 01
043.535;000.182;44;000.312;MIDI 01
043.520;000.448;75;000.398;MIDI 01
043.955;000.429;56;000.312;MIDI 01
044.755;000.105;56;000.289;MIDI 01
045.115;000.106;56;000.297;MIDI 01
044.391;001.219;59;000.305;MIDI 01
044.369;001.247;63;000.273;MIDI 01
044.351;001.527;75;000.500;MIDI 01
045.458;000.432;56;000.352;MIDI 01
045.833;000.333;65;000.406;MIDI 01
045.839;000.464;59;000.289;MIDI 01
045.816;000.931;77;000.523;MIDI 01
046.237;000.511;56;000.367;MIDI 01
046.697;000.613;78;000.500;MIDI 01
046.679;000.723;51;000.320;MIDI 01
047.280;000.418;54;000.320;MIDI 01
047.222;000.599;77;000.469;MIDI 01
047.636;000.240;66;000.305;MIDI 01
047.584;000.371;75;000.516;MIDI 01
047.608;000.379;58;000.383;MIDI 01
047.929;000.107;54;000.305;MIDI 01
047.902;000.515;73;000.547;MIDI 01
048.382;000.134;46;000.281;MIDI 01
048.771;000.294;53;000.266;MIDI 01
049.092;000.245;65;000.297;MIDI 01
049.096;000.361;61;000.312;MIDI 01
049.456;000.069;53;000.297;MIDI 01
049.135;000.404;58;000.188;MIDI 01
049.917;000.120;41;000.297;MIDI 01
048.330;002.186;77;000.516;MIDI 01
050.324;000.304;53;000.258;MIDI 01
050.373;000.302;73;000.359;MIDI 01
050.726;000.225;65;000.281;MIDI 01
050.675;000.348;72;000.453;MIDI 01
050.656;000.374;61;000.336;MIDI 01
051.021;000.081;53;000.383;MIDI 01
050.667;000.450;58;000.297;MIDI 01
050.987;000.471;70;000.516;MIDI 01
051.472;000.153;41;000.320;MIDI 01
051.434;000.410;72;000.406;MIDI 01
052.048;000.040;73;000.219;MIDI 01
051.873;000.299;53;000.352;MIDI 01
052.103;000.081;72;000.359;MIDI 01
052.220;000.058;70;000.391;MIDI 01
