Start;Duration;Pitch;Velocity;Instrument
000.278;000.140;56;000.617;MIDI 01
000.264;000.161;68;000.586;MIDI 01
000.261;000.193;80;000.617;MIDI 01
000.375;000.162;78;000.578;MIDI 01
000.462;000.080;76;000.562;MIDI 01
000.287;000.320;44;000.570;MIDI 01
000.549;000.071;75;000.570;MIDI 01
000.662;000.047;37;000.656;MIDI 01
000.660;000.065;49;000.703;MIDI 01
000.635;000.104;73;000.562;MIDI 01
000.653;000.128;85;000.672;MIDI 01
000.754;000.054;75;000.570;MIDI 01
000.827;000.080;72;000.508;MIDI 01
000.967;000.146;73;000.391;MIDI 01
001.092;000.053;69;000.188;MIDI 01
001.077;000.070;66;000.336;MIDI 01
001.056;000.093;75;000.484;MIDI 01
001.145;000.084;76;000.445;MIDI 01
001.229;000.103;73;000.352;MIDI 01
001.321;000.137;75;000.469;MIDI 01
001.418;000.079;64;000.344;MIDI 01
001.400;000.099;76;000.516;MIDI 01
001.404;000.110;68;000.352;MIDI 01
001.502;000.083;78;000.469;MIDI 01
001.573;000.076;75;000.484;MIDI 01
001.670;000.102;76;000.484;MIDI 01
001.772;000.091;66;000.344;MIDI 01
001.755;000.110;78;000.500;MIDI 01
001.769;000.136;63;000.328;MIDI 01
001.848;000.120;80;000.461;MIDI 01
001.942;000.091;76;000.422;MIDI 01
002.030;000.125;78;000.500;MIDI 01
002.136;000.074;61;000.398;MIDI 01
002.126;000.087;80;000.547;MIDI 01
002.134;000.097;64;000.391;MIDI 01
002.231;000.030;81;000.438;MIDI 01
002.304;000.130;80;000.508;MIDI 01
002.427;000.067;85;000.469;MIDI 01
002.491;000.092;78;000.484;MIDI 01
002.509;000.083;66;000.469;MIDI 01
002.530;000.094;57;000.352;MIDI 01
002.519;000.105;61;000.406;MIDI 01
002.597;000.103;80;000.531;MIDI 01
002.690;000.120;78;000.477;MIDI 01
002.775;000.111;85;000.586;MIDI 01
002.878;000.073;76;000.539;MIDI 01
002.874;000.086;61;000.445;MIDI 01
002.872;000.108;64;000.492;MIDI 01
002.894;000.094;56;000.398;MIDI 01
002.980;000.081;78;000.570;MIDI 01
003.086;000.099;76;000.547;MIDI 01
003.171;000.093;85;000.539;MIDI 01
003.246;000.057;75;000.531;MIDI 01
003.249;000.059;54;000.414;MIDI 01
003.251;000.062;63;000.422;MIDI 01
003.253;000.071;61;000.438;MIDI 01
003.337;000.049;76;000.516;MIDI 01
003.442;000.045;75;000.516;MIDI 01
003.470;000.099;49;000.438;MIDI 01
003.558;000.091;56;000.461;MIDI 01
003.523;000.163;85;000.500;MIDI 01
003.648;000.051;64;000.547;MIDI 01
003.646;000.067;73;000.500;MIDI 01
003.739;000.049;80;000.469;MIDI 01
003.784;000.092;88;000.609;MIDI 01
003.874;000.085;44;000.531;MIDI 01
003.908;000.096;81;000.500;MIDI 01
003.989;000.059;72;000.562;MIDI 01
004.020;000.064;60;000.625;MIDI 01
003.951;000.157;54;000.531;MIDI 01
004.088;000.053;78;000.562;MIDI 01
004.149;000.091;87;000.594;MIDI 01
004.252;000.127;80;000.555;MIDI 01
004.367;000.065;61;000.648;MIDI 01
004.361;000.078;68;000.586;MIDI 01
004.369;000.123;52;000.516;MIDI 01
004.365;000.134;49;000.555;MIDI 01
004.469;000.054;76;000.594;MIDI 01
004.566;000.072;85;000.656;MIDI 01
004.676;000.101;78;000.523;MIDI 01
004.746;000.065;56;000.688;MIDI 01
004.748;000.072;68;000.680;MIDI 01
004.744;000.083;44;000.617;MIDI 01
