Start;Duration;Pitch;Velocity;Instrument
000.895;000.029;66;000.523;MIDI 01
000.892;000.033;78;000.555;MIDI 01
001.058;000.042;66;000.523;MIDI 01
001.055;000.052;78;000.508;MIDI 01
001.218;000.049;66;000.562;MIDI 01
001.228;000.044;78;000.531;MIDI 01
001.398;000.031;64;000.555;MIDI 01
001.400;000.031;76;000.570;MIDI 01
001.560;000.029;73;000.523;MIDI 01
001.562;000.030;61;000.539;MIDI 01
001.717;000.158;71;000.625;MIDI 01
001.714;000.171;59;000.586;MIDI 01
001.858;000.041;57;000.523;MIDI 01
001.873;000.043;64;000.484;MIDI 01
001.878;000.040;50;000.445;MIDI 01
001.870;000.050;45;000.477;MIDI 01
001.884;000.042;52;000.484;MIDI 01
001.880;000.067;69;000.562;MIDI 01
002.053;000.036;61;000.609;MIDI 01
002.059;000.033;73;000.570;MIDI 01
002.218;000.044;59;000.531;MIDI 01
002.228;000.035;71;000.570;MIDI 01
002.388;000.040;73;000.594;MIDI 01
002.390;000.040;61;000.562;MIDI 01
002.547;000.037;63;000.617;MIDI 01
002.552;000.041;75;000.641;MIDI 01
002.751;000.023;77;000.547;MIDI 01
002.727;000.180;76;000.656;MIDI 01
002.729;000.181;64;000.648;MIDI 01
002.875;000.053;55;000.547;MIDI 01
002.907;000.035;69;000.500;MIDI 01
002.891;000.053;43;000.484;MIDI 01
002.894;000.056;50;000.484;MIDI 01
002.893;000.095;45;000.500;MIDI 01
002.910;000.082;74;000.609;MIDI 01
003.084;000.042;66;000.641;MIDI 01
003.084;000.055;78;000.617;MIDI 01
003.244;000.037;66;000.633;MIDI 01
003.248;000.043;78;000.656;MIDI 01
003.419;000.041;66;000.648;MIDI 01
003.422;000.043;78;000.656;MIDI 01
003.594;000.030;64;000.633;MIDI 01
003.591;000.036;76;000.633;MIDI 01
003.763;000.034;61;000.656;MIDI 01
003.776;000.025;73;000.562;MIDI 01
003.933;000.087;59;000.648;MIDI 01
003.928;000.166;71;000.703;MIDI 01
004.090;000.039;54;000.523;MIDI 01
004.093;000.047;52;000.555;MIDI 01
004.086;000.055;64;000.531;MIDI 01
004.098;000.047;69;000.531;MIDI 01
004.091;000.074;42;000.516;MIDI 01
004.261;000.045;57;000.594;MIDI 01
004.256;000.056;69;000.656;MIDI 01
004.438;000.027;59;000.625;MIDI 01
004.442;000.026;71;000.664;MIDI 01
004.604;000.036;57;000.609;MIDI 01
004.608;000.041;69;000.680;MIDI 01
004.791;000.140;59;000.672;MIDI 01
004.965;000.031;59;000.281;MIDI 01
004.793;000.209;71;000.719;MIDI 01
004.977;000.046;40;000.422;MIDI 01
004.968;000.058;54;000.570;MIDI 01
004.972;000.088;64;000.602;MIDI 01
004.979;000.083;47;000.484;MIDI 01
004.975;000.103;69;000.609;MIDI 01
005.145;000.172;59;000.680;MIDI 01
005.315;000.023;64;000.570;MIDI 01
005.318;000.036;47;000.516;MIDI 01
005.147;000.215;71;000.766;MIDI 01
005.330;000.047;40;000.250;MIDI 01
005.316;000.067;54;000.547;MIDI 01
005.322;000.062;69;000.625;MIDI 01
005.602;000.031;78;000.594;MIDI 01
005.599;000.038;90;000.617;MIDI 01
005.600;000.039;66;000.562;MIDI 01
005.771;000.045;90;000.586;MIDI 01
005.759;000.059;78;000.383;MIDI 01
005.768;000.052;66;000.477;MIDI 01
005.943;000.031;90;000.625;MIDI 01
005.946;000.033;78;000.586;MIDI 01
005.956;000.039;66;000.523;MIDI 01
006.106;000.036;76;000.648;MIDI 01
006.112;000.034;88;000.609;MIDI 01
006.109;000.073;64;000.523;MIDI 01
006.282;000.043;73;000.609;MIDI 01
006.284;000.043;61;000.508;MIDI 01
006.293;000.037;85;000.516;MIDI 01
006.448;000.035;59;000.508;MIDI 01
006.452;000.075;71;000.656;MIDI 01
006.450;000.151;83;000.703;MIDI 01
006.596;000.035;71;000.289;MIDI 01
006.601;000.032;76;000.445;MIDI 01
006.596;000.040;52;000.508;MIDI 01
006.600;000.042;57;000.586;MIDI 01
006.605;000.042;45;000.367;MIDI 01
006.594;000.075;81;000.602;MIDI 01
006.640;000.054;50;000.148;MIDI 01
006.787;000.036;85;000.594;MIDI 01
006.782;000.044;73;000.633;MIDI 01
006.805;000.025;61;000.500;MIDI 01
006.970;000.023;71;000.578;MIDI 01
006.964;000.034;59;000.555;MIDI 01
006.972;000.044;83;000.641;MIDI 01
007.121;000.049;61;000.625;MIDI 01
007.131;000.041;73;000.531;MIDI 01
007.120;000.071;85;000.633;MIDI 01
007.285;000.032;75;000.570;MIDI 01
007.283;000.057;87;000.641;MIDI 01
007.314;000.073;63;000.523;MIDI 01
007.475;000.011;88;000.625;MIDI 01
007.454;000.037;64;000.617;MIDI 01
007.469;000.032;76;000.742;MIDI 01
007.501;000.033;86;000.414;MIDI 01
007.626;000.031;43;000.602;MIDI 01
007.617;000.043;55;000.672;MIDI 01
007.622;000.044;57;000.680;MIDI 01
007.631;000.036;67;000.625;MIDI 01
007.625;000.045;74;000.695;MIDI 01
007.639;000.033;69;000.586;MIDI 01
007.654;000.039;50;000.312;MIDI 01
007.835;000.029;78;000.680;MIDI 01
007.840;000.029;66;000.617;MIDI 01
007.842;000.029;90;000.672;MIDI 01
008.011;000.042;78;000.586;MIDI 01
008.014;000.042;90;000.609;MIDI 01
008.016;000.044;66;000.500;MIDI 01
008.184;000.042;66;000.547;MIDI 01
008.193;000.036;78;000.562;MIDI 01
008.192;000.043;90;000.594;MIDI 01
008.353;000.032;88;000.617;MIDI 01
008.350;000.037;76;000.625;MIDI 01
008.351;000.057;64;000.516;MIDI 01
008.523;000.033;73;000.633;MIDI 01
008.541;000.023;85;000.523;MIDI 01
008.519;000.065;61;000.594;MIDI 01
008.689;000.026;59;000.523;MIDI 01
008.685;000.069;71;000.680;MIDI 01
008.682;000.083;83;000.719;MIDI 01
008.839;000.029;76;000.641;MIDI 01
008.846;000.036;54;000.688;MIDI 01
008.848;000.039;81;000.625;MIDI 01
008.850;000.042;42;000.578;MIDI 01
008.886;000.048;71;000.062;MIDI 01
009.000;000.036;69;000.625;MIDI 01
009.035;000.031;57;000.656;MIDI 01
009.001;000.066;81;000.711;MIDI 01
009.177;000.032;71;000.680;MIDI 01
009.175;000.039;83;000.695;MIDI 01
009.199;000.066;59;000.617;MIDI 01
009.348;000.033;69;000.672;MIDI 01
009.350;000.053;81;000.703;MIDI 01
009.424;000.002;71;000.055;MIDI 01
009.358;000.072;57;000.641;MIDI 01
009.528;000.043;59;000.633;MIDI 01
009.537;000.075;71;000.750;MIDI 01
009.711;000.036;47;000.594;MIDI 01
009.532;000.218;83;000.750;MIDI 01
009.716;000.041;54;000.672;MIDI 01
009.708;000.090;76;000.664;MIDI 01
009.756;000.049;40;000.234;MIDI 01
009.714;000.133;81;000.656;MIDI 01
009.964;000.052;83;000.766;MIDI 01
009.970;000.058;59;000.719;MIDI 01
009.966;000.083;71;000.820;MIDI 01
010.459;000.041;71;000.375;MIDI 01
010.463;000.039;54;000.375;MIDI 01
010.453;000.050;40;000.320;MIDI 01
010.469;000.041;57;000.281;MIDI 01
010.476;000.041;47;000.367;MIDI 01
010.495;000.044;64;000.258;MIDI 01
010.654;000.044;54;000.461;MIDI 01
010.649;000.051;64;000.500;MIDI 01
010.653;000.049;40;000.414;MIDI 01
010.655;000.052;47;000.461;MIDI 01
010.651;000.058;57;000.430;MIDI 01
010.660;000.054;71;000.461;MIDI 01
011.019;000.045;71;000.570;MIDI 01
011.008;000.057;54;000.586;MIDI 01
011.015;000.053;57;000.578;MIDI 01
011.024;000.046;64;000.516;MIDI 01
011.022;000.061;47;000.500;MIDI 01
011.020;000.066;40;000.477;MIDI 01
011.227;000.079;57;000.633;MIDI 01
011.223;000.128;71;000.672;MIDI 01
011.221;000.137;64;000.602;MIDI 01
011.444;000.054;54;000.547;MIDI 01
011.456;000.051;47;000.461;MIDI 01
011.453;000.056;40;000.391;MIDI 01
011.606;000.052;71;000.602;MIDI 01
011.603;000.056;57;000.594;MIDI 01
011.609;000.099;64;000.570;MIDI 01
011.802;000.109;57;000.695;MIDI 01
011.804;000.118;71;000.703;MIDI 01
011.874;000.051;69;000.148;MIDI 01
011.805;000.135;64;000.656;MIDI 01
011.975;000.062;40;000.578;MIDI 01
011.956;000.087;54;000.742;MIDI 01
011.967;000.196;47;000.648;MIDI 01
012.156;000.026;59;000.602;MIDI 01
012.150;000.058;57;000.703;MIDI 01
012.147;000.100;71;000.781;MIDI 01
012.145;000.116;64;000.680;MIDI 01
012.341;000.048;54;000.758;MIDI 01
012.376;000.015;68;000.492;MIDI 01
012.402;000.002;41;000.195;MIDI 01
012.354;000.061;57;000.719;MIDI 01
012.382;000.036;43;000.492;MIDI 01
012.356;000.065;59;000.703;MIDI 01
012.358;000.065;71;000.797;MIDI 01
012.343;000.104;64;000.758;MIDI 01
012.352;000.097;47;000.688;MIDI 01
012.363;000.091;69;000.750;MIDI 01
012.360;000.095;45;000.656;MIDI 01
012.347;000.110;40;000.648;MIDI 01
013.085;000.197;38;000.273;MIDI 01
013.261;000.208;40;000.367;MIDI 01
013.426;000.158;38;000.430;MIDI 01
013.597;000.205;40;000.492;MIDI 01
013.792;000.165;42;000.531;MIDI 01
