Start;Duration;Pitch;Velocity;Instrument
000.840;000.161;39;000.383;MIDI 01
000.912;000.106;43;000.430;MIDI 01
000.948;000.093;46;000.516;MIDI 01
001.001;000.100;51;000.656;MIDI 01
000.998;000.217;55;000.602;MIDI 01
000.994;000.291;58;000.570;MIDI 01
000.983;000.343;63;000.586;MIDI 01
001.751;000.230;39;000.484;MIDI 01
001.738;000.341;49;000.602;MIDI 01
001.735;000.352;63;000.516;MIDI 01
001.730;000.359;61;000.602;MIDI 01
001.749;000.343;46;000.500;MIDI 01
001.728;000.372;67;000.633;MIDI 01
001.750;000.385;43;000.461;MIDI 01
002.254;000.054;61;000.594;MIDI 01
002.249;000.065;49;000.648;MIDI 01
002.275;000.064;43;000.461;MIDI 01
002.307;000.040;39;000.305;MIDI 01
002.254;000.202;67;000.641;MIDI 01
002.413;000.452;68;000.656;MIDI 01
002.406;000.546;60;000.672;MIDI 01
002.256;000.792;63;000.555;MIDI 01
002.440;001.045;44;000.484;MIDI 01
003.399;000.122;68;000.461;MIDI 01
002.417;001.119;48;000.617;MIDI 01
003.460;000.085;67;000.531;MIDI 01
003.542;000.041;65;000.539;MIDI 01
003.587;000.027;63;000.562;MIDI 01
003.795;000.180;56;000.422;MIDI 01
003.803;000.214;58;000.383;MIDI 01
003.740;000.315;62;000.555;MIDI 01
003.778;000.472;41;000.414;MIDI 01
003.807;000.453;50;000.367;MIDI 01
002.464;002.003;39;000.516;MIDI 01
003.825;000.735;44;000.320;MIDI 01
004.479;000.188;50;000.422;MIDI 01
004.491;000.209;62;000.484;MIDI 01
004.277;000.429;65;000.562;MIDI 01
004.492;000.272;41;000.328;MIDI 01
004.487;000.294;39;000.234;MIDI 01
004.464;000.533;70;000.625;MIDI 01
005.007;000.122;68;000.578;MIDI 01
005.260;000.276;58;000.328;MIDI 01
005.257;000.373;46;000.289;MIDI 01
005.216;000.440;51;000.375;MIDI 01
005.265;000.403;43;000.289;MIDI 01
005.241;000.452;63;000.422;MIDI 01
005.196;000.581;67;000.547;MIDI 01
005.259;000.577;39;000.258;MIDI 01
006.648;000.132;68;000.172;MIDI 01
006.665;000.125;58;000.094;MIDI 01
006.655;000.154;65;000.062;MIDI 01
006.646;000.626;74;000.273;MIDI 01
007.166;000.167;77;000.344;MIDI 01
007.366;000.123;68;000.219;MIDI 01
007.369;000.134;65;000.227;MIDI 01
007.382;000.163;58;000.172;MIDI 01
007.343;000.491;82;000.422;MIDI 01
007.874;000.139;80;000.430;MIDI 01
007.916;000.112;62;000.219;MIDI 01
008.073;000.300;79;000.359;MIDI 01
008.079;000.308;63;000.289;MIDI 01
009.004;000.049;80;000.203;MIDI 01
008.985;000.108;58;000.258;MIDI 01
008.964;000.220;84;000.383;MIDI 01
009.158;000.074;60;000.328;MIDI 01
009.177;000.057;79;000.180;MIDI 01
009.140;000.126;82;000.445;MIDI 01
009.270;000.077;80;000.461;MIDI 01
009.299;000.113;62;000.344;MIDI 01
009.510;000.093;75;000.328;MIDI 01
009.465;000.167;79;000.453;MIDI 01
009.483;000.221;63;000.297;MIDI 01
010.432;000.044;80;000.336;MIDI 01
010.424;000.109;58;000.250;MIDI 01
010.434;000.164;84;000.383;MIDI 01
010.599;000.083;60;000.359;MIDI 01
010.628;000.055;79;000.211;MIDI 01
010.588;000.146;82;000.484;MIDI 01
010.747;000.054;80;000.461;MIDI 01
010.764;000.052;77;000.203;MIDI 01
010.762;000.129;62;000.352;MIDI 01
010.969;000.118;63;000.273;MIDI 01
010.981;000.160;75;000.352;MIDI 01
010.940;000.210;79;000.477;MIDI 01
012.009;000.041;80;000.445;MIDI 01
