Start;Duration;Pitch;Velocity;Instrument
000.411;000.035;63;000.297;MIDI 01
000.515;000.100;44;000.344;MIDI 01
000.481;000.211;65;000.281;MIDI 01
000.606;000.206;63;000.328;MIDI 01
000.911;000.112;62;000.359;MIDI 01
000.904;000.126;60;000.258;MIDI 01
001.093;000.061;51;000.227;MIDI 01
001.071;000.128;63;000.406;MIDI 01
001.225;000.074;50;000.312;MIDI 01
001.249;000.131;72;000.484;MIDI 01
001.372;000.053;60;000.211;MIDI 01
001.407;000.123;70;000.445;MIDI 01
001.495;000.102;51;000.367;MIDI 01
001.544;000.098;68;000.469;MIDI 01
001.680;000.044;46;000.258;MIDI 01
001.682;000.165;67;000.523;MIDI 01
001.828;000.120;61;000.414;MIDI 01
001.823;000.128;77;000.523;MIDI 01
001.980;000.082;51;000.422;MIDI 01
001.948;000.151;76;000.531;MIDI 01
002.104;000.049;75;000.539;MIDI 01
002.138;000.050;50;000.297;MIDI 01
002.218;000.045;61;000.344;MIDI 01
002.355;000.101;51;000.398;MIDI 01
002.476;000.036;63;000.367;MIDI 01
002.517;000.059;44;000.406;MIDI 01
002.522;000.100;65;000.430;MIDI 01
002.634;000.087;63;000.492;MIDI 01
002.778;000.069;60;000.359;MIDI 01
002.791;000.091;62;000.383;MIDI 01
002.920;000.040;51;000.352;MIDI 01
002.905;000.095;63;000.453;MIDI 01
003.061;000.052;50;000.180;MIDI 01
003.055;000.106;72;000.500;MIDI 01
003.156;000.044;60;000.281;MIDI 01
003.188;000.114;70;000.469;MIDI 01
003.276;000.066;51;000.289;MIDI 01
003.318;000.076;68;000.445;MIDI 01
003.456;000.078;67;000.438;MIDI 01
003.549;000.077;61;000.383;MIDI 01
003.590;000.083;77;000.445;MIDI 01
003.677;000.065;51;000.336;MIDI 01
003.695;000.133;76;000.477;MIDI 01
003.819;000.051;50;000.344;MIDI 01
003.855;000.028;75;000.344;MIDI 01
003.899;000.072;61;000.445;MIDI 01
004.042;000.047;51;000.352;MIDI 01
004.078;000.058;75;000.453;MIDI 01
004.162;000.050;48;000.500;MIDI 01
004.174;000.101;77;000.562;MIDI 01
004.248;000.109;75;000.648;MIDI 01
004.390;000.069;63;000.461;MIDI 01
004.392;000.201;74;000.586;MIDI 01
004.544;000.128;75;000.555;MIDI 01
004.537;000.136;56;000.461;MIDI 01
004.711;000.051;48;000.453;MIDI 01
004.731;000.169;84;000.562;MIDI 01
004.923;000.048;64;000.461;MIDI 01
004.903;000.130;79;000.508;MIDI 01
005.055;000.093;56;000.375;MIDI 01
