Start;Duration;Pitch;Velocity;Instrument
001.336;000.043;50;000.398;MIDI 01
001.396;000.082;49;000.570;MIDI 01
001.365;000.321;74;000.602;MIDI 01
001.471;000.247;50;000.688;MIDI 01
001.658;000.186;72;000.578;MIDI 01
001.789;000.216;70;000.547;MIDI 01
001.925;000.125;69;000.594;MIDI 01
002.061;000.248;67;000.570;MIDI 01
001.919;000.441;38;000.555;MIDI 01
002.198;000.169;65;000.570;MIDI 01
002.332;000.117;64;000.555;MIDI 01
002.460;000.130;62;000.586;MIDI 01
002.595;000.124;65;000.562;MIDI 01
002.717;000.089;64;000.562;MIDI 01
002.836;000.151;62;000.562;MIDI 01
002.966;000.129;70;000.531;MIDI 01
003.084;000.116;67;000.539;MIDI 01
003.214;000.066;38;000.477;MIDI 01
003.216;000.124;62;000.508;MIDI 01
003.339;000.125;67;000.531;MIDI 01
003.489;000.068;43;000.492;MIDI 01
003.485;000.115;70;000.555;MIDI 01
003.601;000.118;67;000.570;MIDI 01
003.751;000.044;46;000.547;MIDI 01
003.731;000.225;62;000.547;MIDI 01
003.866;000.132;67;000.547;MIDI 01
003.993;000.084;50;000.516;MIDI 01
004.004;000.153;70;000.570;MIDI 01
004.077;000.118;49;000.523;MIDI 01
004.129;000.126;67;000.547;MIDI 01
004.264;000.168;62;000.531;MIDI 01
004.199;000.287;50;000.531;MIDI 01
004.398;000.125;67;000.594;MIDI 01
004.539;000.155;69;000.539;MIDI 01
004.665;000.113;67;000.570;MIDI 01
004.774;000.067;38;000.422;MIDI 01
004.794;000.143;62;000.484;MIDI 01
004.920;000.108;67;000.523;MIDI 01
005.051;000.086;41;000.523;MIDI 01
005.049;000.131;69;000.555;MIDI 01
005.176;000.115;65;000.531;MIDI 01
005.323;000.048;45;000.578;MIDI 01
005.309;000.146;62;000.547;MIDI 01
005.443;000.121;65;000.547;MIDI 01
005.576;000.095;50;000.562;MIDI 01
005.580;000.134;69;000.547;MIDI 01
005.668;000.124;49;000.555;MIDI 01
005.684;000.126;65;000.555;MIDI 01
005.786;000.225;50;000.531;MIDI 01
005.825;000.199;62;000.523;MIDI 01
005.960;000.183;65;000.594;MIDI 01
006.089;000.131;67;000.562;MIDI 01
006.198;000.120;64;000.523;MIDI 01
006.343;000.058;58;000.422;MIDI 01
006.340;000.114;62;000.500;MIDI 01
006.467;000.112;64;000.492;MIDI 01
006.612;000.060;52;000.508;MIDI 01
006.595;000.138;67;000.531;MIDI 01
006.736;000.118;64;000.539;MIDI 01
006.873;000.065;55;000.555;MIDI 01
006.865;000.136;61;000.594;MIDI 01
006.990;000.116;64;000.578;MIDI 01
007.132;000.080;49;000.570;MIDI 01
007.121;000.165;67;000.547;MIDI 01
007.253;000.133;64;000.562;MIDI 01
007.396;000.076;57;000.570;MIDI 01
007.385;000.137;61;000.578;MIDI 01
007.518;000.147;64;000.578;MIDI 01
007.773;000.103;62;000.562;MIDI 01
007.897;000.107;60;000.508;MIDI 01
007.654;000.415;65;000.586;MIDI 01
007.651;000.423;50;000.516;MIDI 01
008.020;000.159;58;000.523;MIDI 01
008.148;000.095;57;000.516;MIDI 01
008.285;000.139;55;000.516;MIDI 01
008.424;000.105;53;000.508;MIDI 01
008.546;000.081;52;000.492;MIDI 01
008.645;000.133;50;000.500;MIDI 01
008.798;000.109;53;000.484;MIDI 01
008.920;000.089;52;000.453;MIDI 01
009.033;000.107;50;000.477;MIDI 01
009.180;000.097;58;000.406;MIDI 01
009.297;000.094;55;000.398;MIDI 01
009.429;000.042;62;000.469;MIDI 01
009.416;000.114;50;000.453;MIDI 01
009.558;000.071;55;000.453;MIDI 01
009.696;000.033;67;000.539;MIDI 01
009.683;000.091;58;000.445;MIDI 01
009.800;000.098;55;000.453;MIDI 01
009.938;000.034;70;000.617;MIDI 01
009.925;000.123;50;000.477;MIDI 01
010.045;000.094;55;000.477;MIDI 01
010.202;000.044;74;000.539;MIDI 01
010.173;000.095;58;000.477;MIDI 01
010.243;000.084;73;000.602;MIDI 01
010.296;000.100;55;000.469;MIDI 01
010.426;000.132;50;000.469;MIDI 01
010.566;000.093;55;000.477;MIDI 01
010.327;000.444;74;000.602;MIDI 01
010.706;000.089;57;000.453;MIDI 01
010.834;000.069;55;000.406;MIDI 01
010.971;000.043;62;000.453;MIDI 01
010.949;000.114;50;000.430;MIDI 01
011.067;000.080;55;000.430;MIDI 01
011.224;000.026;65;000.469;MIDI 01
011.207;000.089;57;000.391;MIDI 01
011.319;000.069;53;000.461;MIDI 01
011.478;000.032;69;000.523;MIDI 01
011.461;000.097;50;000.445;MIDI 01
011.576;000.055;53;000.422;MIDI 01
011.720;000.044;74;000.531;MIDI 01
011.694;000.105;57;000.453;MIDI 01
011.770;000.071;73;000.586;MIDI 01
011.823;000.072;53;000.453;MIDI 01
011.956;000.134;50;000.492;MIDI 01
012.090;000.069;53;000.508;MIDI 01
011.848;000.472;74;000.594;MIDI 01
012.215;000.122;55;000.516;MIDI 01
012.342;000.089;52;000.500;MIDI 01
012.485;000.045;67;000.578;MIDI 01
012.483;000.102;50;000.484;MIDI 01
012.603;000.106;52;000.500;MIDI 01
012.753;000.049;73;000.617;MIDI 01
012.755;000.122;55;000.523;MIDI 01
012.881;000.109;52;000.508;MIDI 01
013.017;000.071;76;000.656;MIDI 01
013.019;000.146;49;000.523;MIDI 01
013.151;000.098;52;000.516;MIDI 01
013.293;000.068;73;000.672;MIDI 01
013.279;000.164;55;000.539;MIDI 01
013.422;000.104;52;000.484;MIDI 01
013.557;000.062;69;000.656;MIDI 01
013.556;000.140;49;000.539;MIDI 01
013.681;000.104;52;000.562;MIDI 01
013.820;000.082;53;000.562;MIDI 01
013.817;000.290;74;000.664;MIDI 01
013.957;000.152;50;000.531;MIDI 01
014.099;000.128;52;000.531;MIDI 01
014.101;000.141;72;000.578;MIDI 01
014.225;000.134;53;000.555;MIDI 01
014.222;000.169;70;000.586;MIDI 01
014.358;000.084;55;000.570;MIDI 01
014.353;000.108;69;000.633;MIDI 01
014.475;000.123;57;000.531;MIDI 01
014.483;000.142;67;000.594;MIDI 01
014.611;000.115;65;000.602;MIDI 01
014.598;000.134;59;000.531;MIDI 01
014.746;000.086;61;000.539;MIDI 01
014.748;000.086;64;000.617;MIDI 01
014.877;000.064;65;000.664;MIDI 01
014.867;000.122;62;000.539;MIDI 01
015.002;000.132;60;000.555;MIDI 01
