Start;Duration;Pitch;Velocity;Instrument
002.649;001.646;50;000.273;MIDI 01
003.253;002.108;58;000.336;MIDI 01
002.837;002.670;53;000.273;MIDI 01
002.460;004.864;46;000.289;MIDI 01
001.875;005.521;34;000.141;MIDI 01
002.224;005.241;41;000.266;MIDI 01
008.532;001.092;74;000.344;MIDI 01
010.055;000.044;75;000.289;MIDI 01
010.254;000.680;77;000.336;MIDI 01
012.223;000.619;34;000.172;MIDI 01
012.201;000.805;46;000.117;MIDI 01
012.192;000.826;58;000.250;MIDI 01
012.216;000.810;41;000.148;MIDI 01
012.197;000.831;50;000.180;MIDI 01
012.218;000.883;53;000.211;MIDI 01
014.207;001.909;51;000.180;MIDI 01
014.210;002.459;53;000.266;MIDI 01
014.189;003.417;57;000.273;MIDI 01
014.197;003.869;41;000.164;MIDI 01
014.217;004.120;48;000.172;MIDI 01
014.215;004.302;36;000.117;MIDI 01
019.620;001.017;81;000.383;MIDI 01
021.071;000.059;82;000.398;MIDI 01
021.283;000.580;84;000.430;MIDI 01
023.339;001.053;45;000.258;MIDI 01
023.355;001.132;60;000.242;MIDI 01
023.350;001.161;53;000.258;MIDI 01
023.332;001.293;63;000.336;MIDI 01
025.497;002.494;62;000.258;MIDI 01
028.898;000.425;62;000.164;MIDI 01
029.221;000.233;65;000.211;MIDI 01
029.408;000.088;63;000.234;MIDI 01
029.546;000.207;62;000.242;MIDI 01
029.688;000.119;63;000.336;MIDI 01
029.821;000.046;65;000.367;MIDI 01
029.967;000.117;67;000.406;MIDI 01
030.094;000.114;69;000.406;MIDI 01
030.214;000.079;70;000.453;MIDI 01
025.534;004.934;58;000.180;MIDI 01
025.565;004.906;46;000.109;MIDI 01
025.515;004.987;53;000.180;MIDI 01
030.367;000.314;72;000.461;MIDI 01
030.697;001.182;74;000.453;MIDI 01
032.124;000.076;75;000.445;MIDI 01
032.361;000.865;77;000.492;MIDI 01
034.211;000.706;50;000.398;MIDI 01
034.195;000.864;77;000.570;MIDI 01
034.203;000.905;68;000.531;MIDI 01
034.214;000.914;59;000.383;MIDI 01
036.352;001.521;59;000.172;MIDI 01
036.334;001.597;77;000.328;MIDI 01
036.371;001.763;67;000.258;MIDI 01
037.855;000.327;75;000.344;MIDI 01
036.360;001.846;51;000.180;MIDI 01
