Start;Duration;Pitch;Velocity;Instrument
002.189;000.621;69;000.188;MIDI 01
002.156;000.672;77;000.297;MIDI 01
002.150;000.689;81;000.375;MIDI 01
002.178;000.729;45;000.141;MIDI 01
002.175;000.895;50;000.172;MIDI 01
002.181;000.902;38;000.180;MIDI 01
003.458;000.069;46;000.344;MIDI 01
003.448;000.117;70;000.367;MIDI 01
003.474;000.106;82;000.312;MIDI 01
003.476;000.208;79;000.328;MIDI 01
003.756;000.585;81;000.359;MIDI 01
003.765;000.601;69;000.336;MIDI 01
003.782;000.698;38;000.156;MIDI 01
003.741;000.742;77;000.289;MIDI 01
003.784;000.763;45;000.211;MIDI 01
003.749;000.800;50;000.258;MIDI 01
005.308;000.272;74;000.289;MIDI 01
005.334;000.275;65;000.227;MIDI 01
005.328;000.332;41;000.227;MIDI 01
005.343;000.332;38;000.148;MIDI 01
005.348;000.334;50;000.172;MIDI 01
005.294;000.567;77;000.352;MIDI 01
005.884;000.256;67;000.422;MIDI 01
005.925;000.328;38;000.180;MIDI 01
005.907;000.371;50;000.250;MIDI 01
005.935;000.370;43;000.258;MIDI 01
005.885;000.615;76;000.422;MIDI 01
005.882;000.702;79;000.492;MIDI 01
006.539;000.568;81;000.383;MIDI 01
006.567;000.577;50;000.305;MIDI 01
006.549;000.626;69;000.305;MIDI 01
006.532;000.688;77;000.383;MIDI 01
006.556;000.869;38;000.328;MIDI 01
006.552;001.560;45;000.359;MIDI 01
008.118;000.444;50;000.250;MIDI 01
008.106;000.580;41;000.266;MIDI 01
008.110;000.619;62;000.281;MIDI 01
008.113;000.682;65;000.305;MIDI 01
008.108;000.739;38;000.289;MIDI 01
008.099;001.845;74;000.344;MIDI 01
009.835;001.201;76;000.391;MIDI 01
009.860;001.195;64;000.266;MIDI 01
009.852;001.386;69;000.328;MIDI 01
009.887;001.354;33;000.195;MIDI 01
009.892;001.417;45;000.148;MIDI 01
011.903;000.175;33;000.148;MIDI 01
011.864;000.217;45;000.086;MIDI 01
011.877;000.332;57;000.211;MIDI 01
011.849;000.365;69;000.250;MIDI 01
009.877;002.798;40;000.141;MIDI 01
012.519;000.178;45;000.086;MIDI 01
012.530;000.184;33;000.141;MIDI 01
012.535;000.285;57;000.219;MIDI 01
012.524;000.514;69;000.281;MIDI 01
013.860;001.348;64;000.328;MIDI 01
013.846;001.412;76;000.461;MIDI 01
013.873;001.449;52;000.273;MIDI 01
015.183;000.204;57;000.219;MIDI 01
015.177;000.410;45;000.258;MIDI 01
015.160;000.516;69;000.359;MIDI 01
016.751;001.801;52;000.211;MIDI 01
016.716;001.894;64;000.297;MIDI 01
016.756;001.869;40;000.172;MIDI 01
018.472;000.747;45;000.141;MIDI 01
018.470;001.061;33;000.195;MIDI 01
018.436;001.172;57;000.211;MIDI 01
