Start;Duration;Pitch;Velocity;Instrument
001.183;000.026;29;000.562;MIDI 01
001.176;000.056;41;000.672;MIDI 01
001.723;000.050;55;000.609;MIDI 01
001.743;000.033;67;000.609;MIDI 01
001.738;000.043;64;000.555;MIDI 01
001.420;000.362;89;000.688;MIDI 01
001.730;000.056;61;000.609;MIDI 01
001.573;000.258;88;000.688;MIDI 01
001.732;000.177;87;000.711;MIDI 01
001.868;000.094;85;000.664;MIDI 01
001.986;000.028;82;000.586;MIDI 01
002.111;000.071;79;000.586;MIDI 01
002.207;000.076;77;000.586;MIDI 01
002.288;000.024;76;000.609;MIDI 01
002.390;000.129;75;000.578;MIDI 01
002.473;000.115;73;000.555;MIDI 01
002.564;000.034;70;000.586;MIDI 01
002.628;000.080;67;000.516;MIDI 01
002.721;000.058;65;000.492;MIDI 01
002.774;000.025;64;000.578;MIDI 01
002.885;000.185;63;000.547;MIDI 01
002.982;000.158;61;000.539;MIDI 01
003.061;000.098;58;000.555;MIDI 01
003.141;000.042;55;000.586;MIDI 01
003.300;000.345;50;000.656;MIDI 01
003.306;000.346;41;000.648;MIDI 01
003.310;000.414;34;000.656;MIDI 01
003.298;000.431;62;000.586;MIDI 01
003.304;000.452;58;000.570;MIDI 01
003.302;000.480;53;000.633;MIDI 01
004.412;000.277;50;000.633;MIDI 01
004.418;000.311;41;000.688;MIDI 01
004.405;000.384;62;000.656;MIDI 01
004.415;000.386;58;000.625;MIDI 01
004.420;000.383;53;000.633;MIDI 01
004.425;000.459;34;000.648;MIDI 01
005.452;000.045;50;000.469;MIDI 01
005.456;000.048;53;000.430;MIDI 01
005.450;000.057;62;000.492;MIDI 01
005.452;000.059;58;000.508;MIDI 01
005.458;000.060;34;000.461;MIDI 01
005.450;000.072;41;000.523;MIDI 01
005.608;000.058;50;000.492;MIDI 01
005.622;000.047;34;000.516;MIDI 01
005.610;000.060;58;000.477;MIDI 01
005.618;000.055;41;000.570;MIDI 01
005.606;000.069;62;000.531;MIDI 01
005.620;000.057;53;000.453;MIDI 01
005.755;000.093;50;000.586;MIDI 01
005.763;000.093;34;000.602;MIDI 01
005.757;000.105;62;000.547;MIDI 01
005.757;000.107;53;000.617;MIDI 01
005.752;000.115;41;000.672;MIDI 01
005.768;000.115;58;000.570;MIDI 01
006.090;000.116;50;000.609;MIDI 01
006.100;000.135;41;000.672;MIDI 01
006.081;000.160;62;000.633;MIDI 01
006.094;000.154;53;000.641;MIDI 01
006.106;000.166;34;000.625;MIDI 01
006.102;000.172;58;000.633;MIDI 01
006.848;000.032;50;000.500;MIDI 01
006.850;000.042;53;000.492;MIDI 01
006.852;000.042;62;000.453;MIDI 01
006.866;000.030;58;000.453;MIDI 01
006.862;000.036;34;000.508;MIDI 01
006.853;000.055;41;000.562;MIDI 01
006.993;000.050;50;000.438;MIDI 01
007.001;000.045;62;000.523;MIDI 01
006.999;000.053;58;000.508;MIDI 01
007.010;000.044;34;000.523;MIDI 01
007.013;000.051;41;000.523;MIDI 01
006.989;000.080;53;000.562;MIDI 01
007.242;000.002;43;000.117;MIDI 01
007.186;000.129;50;000.586;MIDI 01
007.184;000.327;41;000.602;MIDI 01
