Start;Duration;Pitch;Velocity;Instrument
000.740;000.335;36;000.234;MIDI 01
000.734;000.349;48;000.250;MIDI 01
001.955;000.438;67;000.258;MIDI 01
001.958;000.498;55;000.297;MIDI 01
001.942;000.545;63;000.250;MIDI 01
001.903;001.670;79;000.383;MIDI 01
003.370;000.420;36;000.359;MIDI 01
003.381;000.424;48;000.375;MIDI 01
004.716;000.405;68;000.164;MIDI 01
004.695;000.486;63;000.258;MIDI 01
004.683;000.548;56;000.250;MIDI 01
004.654;001.636;80;000.375;MIDI 01
006.101;000.748;35;000.312;MIDI 01
006.104;000.795;47;000.305;MIDI 01
007.614;000.507;67;000.164;MIDI 01
007.600;000.553;62;000.250;MIDI 01
007.605;000.567;65;000.141;MIDI 01
007.579;000.706;55;000.211;MIDI 01
006.781;001.958;79;000.422;MIDI 01
008.979;000.816;36;000.258;MIDI 01
008.232;001.591;74;000.367;MIDI 01
009.479;000.414;75;000.391;MIDI 01
008.981;000.933;48;000.266;MIDI 01
009.808;000.436;77;000.461;MIDI 01
010.079;000.293;75;000.492;MIDI 01
010.384;000.467;74;000.461;MIDI 01
010.438;000.529;67;000.164;MIDI 01
010.425;000.602;63;000.320;MIDI 01
010.477;000.623;60;000.250;MIDI 01
010.511;000.633;55;000.352;MIDI 01
010.724;000.431;75;000.508;MIDI 01
010.960;000.330;77;000.531;MIDI 01
011.229;000.525;79;000.500;MIDI 01
011.654;000.493;32;000.383;MIDI 01
011.670;000.581;44;000.383;MIDI 01
011.636;001.118;72;000.492;MIDI 01
012.993;000.408;68;000.297;MIDI 01
012.978;000.496;63;000.273;MIDI 01
012.976;000.500;60;000.289;MIDI 01
012.936;000.749;72;000.383;MIDI 01
013.932;000.414;72;000.359;MIDI 01
014.290;000.407;29;000.250;MIDI 01
014.286;000.490;41;000.258;MIDI 01
014.283;001.402;74;000.414;MIDI 01
015.647;000.366;62;000.062;MIDI 01
015.624;000.519;53;000.133;MIDI 01
015.649;000.531;60;000.195;MIDI 01
015.576;001.030;72;000.359;MIDI 01
016.451;000.400;68;000.375;MIDI 01
016.882;000.624;31;000.258;MIDI 01
016.894;000.630;43;000.250;MIDI 01
016.859;001.895;67;000.398;MIDI 01
018.255;000.590;59;000.258;MIDI 01
018.261;000.671;53;000.242;MIDI 01
018.672;000.443;70;000.352;MIDI 01
018.731;000.390;68;000.430;MIDI 01
019.039;000.279;67;000.461;MIDI 01
019.331;000.499;62;000.445;MIDI 01
019.756;000.598;24;000.344;MIDI 01
019.760;000.596;36;000.320;MIDI 01
019.728;000.694;63;000.414;MIDI 01
020.250;001.176;60;000.359;MIDI 01
021.219;000.645;55;000.203;MIDI 01
021.196;000.690;51;000.266;MIDI 01
022.735;000.375;27;000.250;MIDI 01
022.733;000.407;39;000.297;MIDI 01
023.928;000.375;67;000.164;MIDI 01
023.901;000.483;63;000.297;MIDI 01
023.900;000.623;55;000.266;MIDI 01
023.919;000.635;58;000.258;MIDI 01
023.875;001.276;79;000.461;MIDI 01
025.103;000.493;44;000.367;MIDI 01
025.101;000.504;32;000.336;MIDI 01
026.252;000.463;63;000.305;MIDI 01
026.258;000.641;60;000.328;MIDI 01
026.274;000.634;53;000.289;MIDI 01
027.514;000.498;34;000.383;MIDI 01
027.518;000.620;46;000.383;MIDI 01
026.210;001.964;80;000.555;MIDI 01
028.840;000.225;68;000.250;MIDI 01
028.842;000.354;58;000.266;MIDI 01
028.828;000.384;62;000.312;MIDI 01
028.129;001.304;79;000.523;MIDI 01
029.839;000.167;35;000.328;MIDI 01
029.843;000.219;47;000.312;MIDI 01
029.442;001.354;77;000.445;MIDI 01
030.245;000.721;36;000.414;MIDI 01
030.243;000.830;48;000.406;MIDI 01
030.754;000.416;75;000.461;MIDI 01
031.135;000.250;77;000.422;MIDI 01
031.395;000.083;75;000.391;MIDI 01
031.538;000.044;77;000.422;MIDI 01
031.581;000.347;75;000.391;MIDI 01
031.923;000.394;74;000.453;MIDI 01
031.945;000.400;67;000.344;MIDI 01
031.944;000.510;63;000.344;MIDI 01
031.952;000.566;57;000.305;MIDI 01
032.236;000.415;75;000.484;MIDI 01
032.481;000.373;77;000.555;MIDI 01
032.748;000.337;79;000.578;MIDI 01
033.108;000.649;38;000.352;MIDI 01
033.112;000.717;50;000.328;MIDI 01
033.085;001.007;74;000.516;MIDI 01
034.711;000.190;67;000.281;MIDI 01
034.731;000.299;58;000.312;MIDI 01
033.980;001.475;62;000.414;MIDI 01
035.396;000.381;72;000.508;MIDI 01
035.123;000.700;67;000.414;MIDI 01
035.671;000.599;74;000.555;MIDI 01
036.165;000.546;26;000.281;MIDI 01
036.185;000.582;38;000.281;MIDI 01
037.406;000.456;60;000.273;MIDI 01
037.408;000.508;57;000.266;MIDI 01
036.143;002.385;75;000.508;MIDI 01
038.369;000.212;66;000.375;MIDI 01
038.768;000.478;31;000.258;MIDI 01
038.770;000.527;43;000.266;MIDI 01
040.086;000.432;50;000.227;MIDI 01
040.108;000.470;58;000.211;MIDI 01
038.759;002.564;66;000.406;MIDI 01
040.983;000.502;67;000.305;MIDI 01
041.472;000.225;69;000.414;MIDI 01
041.276;000.501;70;000.375;MIDI 01
041.312;000.473;38;000.289;MIDI 01
041.769;000.468;43;000.203;MIDI 01
041.775;000.470;31;000.188;MIDI 01
041.724;001.669;67;000.336;MIDI 01
043.140;000.484;62;000.188;MIDI 01
043.130;000.555;58;000.195;MIDI 01
043.123;000.760;50;000.180;MIDI 01
044.507;000.471;30;000.375;MIDI 01
044.509;000.496;42;000.344;MIDI 01
045.862;000.408;63;000.195;MIDI 01
045.854;000.527;60;000.234;MIDI 01
045.865;000.576;54;000.219;MIDI 01
045.856;000.681;56;000.289;MIDI 01
047.180;000.465;29;000.281;MIDI 01
047.167;000.556;41;000.312;MIDI 01
045.807;002.546;68;000.383;MIDI 01
048.434;000.306;65;000.203;MIDI 01
048.432;000.400;53;000.250;MIDI 01
048.422;000.424;61;000.336;MIDI 01
048.405;000.446;56;000.312;MIDI 01
047.778;001.427;73;000.500;MIDI 01
048.388;000.845;77;000.492;MIDI 01
048.970;000.941;82;000.555;MIDI 01
049.716;000.483;24;000.305;MIDI 01
049.718;000.614;36;000.344;MIDI 01
049.688;001.658;80;000.539;MIDI 01
051.115;000.656;63;000.227;MIDI 01
051.694;000.174;68;000.336;MIDI 01
051.104;000.817;51;000.281;MIDI 01
051.118;000.870;56;000.273;MIDI 01
051.891;000.290;75;000.414;MIDI 01
052.110;000.402;80;000.516;MIDI 01
052.425;000.277;78;000.461;MIDI 01
051.434;001.335;66;000.289;MIDI 01
052.736;000.226;77;000.422;MIDI 01
053.341;000.435;25;000.328;MIDI 01
053.348;000.445;37;000.258;MIDI 01
053.043;001.783;65;000.328;MIDI 01
053.146;001.721;68;000.414;MIDI 01
053.232;001.704;73;000.367;MIDI 01
054.660;000.380;61;000.242;MIDI 01
054.658;000.479;56;000.234;MIDI 01
054.654;000.505;53;000.219;MIDI 01
053.324;002.047;77;000.438;MIDI 01
055.790;000.155;48;000.375;MIDI 01
055.788;000.209;36;000.312;MIDI 01
056.169;000.531;35;000.453;MIDI 01
056.165;000.538;47;000.461;MIDI 01
057.467;000.357;65;000.305;MIDI 01
057.469;000.406;55;000.250;MIDI 01
057.477;000.487;62;000.297;MIDI 01
058.401;000.069;68;000.375;MIDI 01
057.420;001.129;67;000.430;MIDI 01
058.519;000.120;70;000.406;MIDI 01
058.618;000.526;68;000.406;MIDI 01
058.704;000.574;48;000.367;MIDI 01
058.711;000.589;36;000.328;MIDI 01
059.139;000.461;67;000.461;MIDI 01
059.450;000.333;71;000.492;MIDI 01
059.712;000.229;72;000.547;MIDI 01
059.984;000.244;67;000.398;MIDI 01
059.993;000.289;55;000.359;MIDI 01
059.969;000.318;74;000.547;MIDI 01
059.990;000.358;60;000.375;MIDI 01
060.224;000.371;75;000.594;MIDI 01
060.950;000.375;80;000.539;MIDI 01
060.500;000.925;84;000.578;MIDI 01
061.318;000.501;50;000.367;MIDI 01
061.307;000.529;38;000.367;MIDI 01
061.290;001.444;79;000.570;MIDI 01
062.903;000.238;73;000.453;MIDI 01
062.602;000.875;55;000.273;MIDI 01
062.600;000.943;67;000.258;MIDI 01
062.591;000.954;65;000.195;MIDI 01
063.168;000.417;74;000.516;MIDI 01
062.596;001.021;59;000.266;MIDI 01
063.465;000.564;79;000.578;MIDI 01
063.779;000.269;77;000.609;MIDI 01
064.028;000.112;75;000.547;MIDI 01
064.311;000.501;39;000.375;MIDI 01
064.308;000.547;51;000.375;MIDI 01
064.301;001.376;75;000.555;MIDI 01
065.688;000.441;67;000.273;MIDI 01
065.697;000.535;60;000.266;MIDI 01
065.681;000.565;55;000.289;MIDI 01
066.912;000.189;39;000.328;MIDI 01
066.925;000.234;51;000.305;MIDI 01
